cell	CL:0000000
epithelial cell of proximal tubule segment 3	CL:4030011
epithelial cell of segment 3 of proximal tubule	CL:4030011
kidney loop of Henle short descending thin limb epithelial cell	CL:4030012
epithelial cell of the descending thin limb of the short loop of Henle	CL:4030012
kidney loop of Henle long descending thin limb outer medulla epithelial cell	CL:4030013
epithelial cell of the outer medulla of the long descending limb of the loop of Henle	CL:4030013
kidney loop of Henle long descending thin limb inner medulla epithelial cell	CL:4030014
epithelial cell of the inner medulla of the long descending limb of the loop of Henle	CL:4030014
kidney collecting duct alpha-intercalated cell	CL:4030015
kidney collecting duct intercalated cell type A	CL:4030015
CD-ICA	CL:4030015
collecting duct type A intercalated cell	CL:4030015
epithelial cell of early distal convoluted tubule	CL:4030016
DCT	CL:4030016
distal convoluted tubule	CL:4030016
epithelial cell of late distal convoluted tubule	CL:4030017
kidney connecting tubule principal cell	CL:4030018
CNT-PC	CL:4030018
connecting tubule principal cell	CL:4030018
kidney connecting tubule intercalated cell	CL:4030019
kidney connecting tubule alpha-intercalated cell	CL:4030020
kidney connecting tubule intercalated cell type A	CL:4030020
connecting tubule A-IC	CL:4030020
CNT-ICA	CL:4030020
connecting tubule intercalated cell alpha	CL:4030020
kidney connecting tubule beta-intercalated cell	CL:4030021
connecting tubule B-IC	CL:4030021
kidney connecting tubule intercalated cell type B	CL:4030021
renal medullary fibroblast	CL:4030022
kidney medullary fibroblast	CL:4030022
respiratory tract hillock cell	CL:4030023
respiratory hillock cell	CL:4030023
hillock cell of respiratory tract	CL:4030023
hillock cell	CL:4030024
renal cortical fibroblast	CL:4030025
kidney cortical fibroblast	CL:4030025
BEST4+ enterocyte	CL:4030026
GABAergic amacrine cell	CL:4030027
amacrine cell, GABAergic	CL:4030027
glycinergic amacrine cell	CL:4030028
amacrine cell, glycinergic	CL:4030028
blood lymphocyte	CL:4030029
peripheral blood lymphocyte	CL:4030030
interstitial cell	CL:4030031
interstitial cells	CL:4030031
interstitial cellular	CL:4030031
valve interstitial cell	CL:4030032
cardiac valve interstitial cell	CL:4030032
valvular interstitial cell	CL:4030032
VIC	CL:4030032
valvular interstitial cells	CL:4030032
VICs	CL:4030032
endocardial, valve endothelial, and valve interstitial cell	CL:4030032
valve endothelial cell	CL:4030033
valvular endothelial cell	CL:4030033
VEC	CL:4030033
endocardial, valve endothelial, and valve interstitial cell	CL:4030033
VECs	CL:4030033
respiratory tract multiciliated cell	CL:4030034
respiratory multiciliated cell	CL:4030034
ciliated cell of the respiratory tract	CL:4030034
respiratory ciliated cell	CL:4030034
multiciliated cells	CL:4030034
MCC	CL:4030034
multiciliated cell	CL:4030034
ciliated cells	CL:4030034
ciliated cell	CL:4030034
dental pulp stem cell	CL:4030035
DPSC	CL:4030035
dental pulp mesenchymal stromal cells	CL:4030035
dental pulp stem cells	CL:4030035
hDSPCs	CL:4030035
DPSCs	CL:4030035
Deciduous Dental Pulp	CL:4030035
hDPSCs	CL:4030035
pDPSCs	CL:4030035
early spermatid	CL:4030036
round spermatid	CL:4030036
Round/early spermatids	CL:4030036
late spermatid	CL:4030037
elongated spermatid	CL:4030037
late spermatids	CL:4030037
Elongated/late spermatids	CL:4030037
CD24-positive, CD-133-positive, vimentin-positive proximal tubular cell	CL:4030038
von Economo neuron	CL:4030039
Von Economo neurons	CL:4030039
endometrial multiciliated epithelial cell	CL:4030040
ciliated cell of the endometrium	CL:4030040
endometrial ciliated epithelial cell	CL:4030040
endometrium ciliated epithelial cell	CL:4030040
luminal endometrial multiciliated epithelial cell	CL:4030041
luminal endometrial ciliated epithelial cell	CL:4030041
glandular endometrial multiciliated epithelial cell	CL:4030042
glandular endometrial ciliated epithelial cell	CL:4030042
matrix D1 medium spiny neuron	CL:4030043
D1-medium spiny neurons	CL:4030043
MSNs	CL:4030043
D1-MSN	CL:4030043
D1-MSNs	CL:4030043
matrix D2 medium spiny neuron	CL:4030047
D2-MSNs	CL:4030047
D2-MSN	CL:4030047
striosomal D1 medium spiny neuron	CL:4030048
striosome D1 medium spiny neuron	CL:4030048
D1- or D2-SPNs	CL:4030048
D1-/D2-SPNs	CL:4030048
D1-SPNs	CL:4030048
striosomal D2 medium spiny neuron	CL:4030049
striosome D2 medium spiny neuron	CL:4030049
D1- or D2-SPNs	CL:4030049
D1-/D2-SPNs	CL:4030049
D2-SPNs	CL:4030049
D1/D2-hybrid medium spiny neuron	CL:4030050
nucleus accumbens shell and olfactory tubercle D1 medium spiny neuron	CL:4030051
NAc shell and OT D1 medium spiny neuron	CL:4030051
nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron	CL:4030052
NAc shell and OT D2 medium spiny neuron	CL:4030052
Island of Calleja granule cell	CL:4030053
RXFP1-positive interface island D1-medium spiny neuron	CL:4030054
RXFP1-positive island D1-medium spiny neuron	CL:4030054
intermediate cell of urothelium	CL:4030055
urothelial intermediate cell	CL:4030055
umbrella cell of urothelium	CL:4030056
superficial cell of urothelium	CL:4030056
facet cell of urothelium	CL:4030056
KRT18+ umbrella cells	CL:4030056
eccentric medium spiny neuron	CL:4030057
eccentric spiny projection neuron	CL:4030057
TCR-positive macrophage	CL:4030058
T cell receptor positive macrophage	CL:4030058
TCR+ macrophage	CL:4030058
L2/3 intratelencephalic projecting glutamatergic neuron	CL:4030059
L2 intratelencephalic projecting glutamatergic neuron	CL:4030060
L3 intratelencephalic projecting glutamatergic neuron	CL:4030061
L4/5 intratelencephalic projecting glutamatergic neuron	CL:4030062
L4 intratelencephalic projecting glutamatergic neuron	CL:4030063
L5 intratelencephalic projecting glutamatergic neuron	CL:4030064
L6 intratelencephalic projecting glutamatergic neuron	CL:4030065
ureteric bud cell	CL:4030066
L5/6 near-projecting glutamatergic neuron	CL:4030067
L6 intratelencephalic projecting Car3 glutamatergic neuron	CL:4030068
L6 IT Car3 glutamatergic neuron	CL:4030068
club-like cell of the urethral epithelium	CL:4032000
club-like cell of the prostatic urethra epithelium	CL:4032000
club cell of the urethra epithelium	CL:4032000
prostate club cell	CL:4032000
reelin GABAergic cortical interneuron	CL:4032001
rln GABAergic cortical interneuron	CL:4032001
endothelial cell of venule of lymph node	CL:4033000
endothelial cell of arteriole of lymph node	CL:4033001
neuroendocrine cell of epithelium of crypt of Lieberkuhn	CL:4033002
myoepithelial cell of bronchus submucosal gland	CL:4033003
smooth muscle cell of taenia coli	CL:4033004
serous secreting cell of bronchus submucosal gland	CL:4033005
endothelial cell of efferent lymphatic vessel	CL:4033006
brush cell of epithelium of lobar bronchus	CL:4033007
vein endothelial cell of respiratory system	CL:4033008
goblet cell of epithelium of lobar bronchus	CL:4033009
neuroendocrine cell of epithelium of lobar bronchus	CL:4033010
smooth muscle cell of large intestine smooth muscle circular layer	CL:4033011
smooth muscle cell of large intestine smooth muscle longitudinal layer	CL:4033012
suprabasal keratinocyte	CL:4033013
peg cell	CL:4033014
FTE stem-like cell	CL:4033014
intercalary cell	CL:4033014
fallopian tube epithelial stem-like cell	CL:4033014
FTESC	CL:4033014
retinal astrocyte	CL:4033015
retinal glial cells	CL:4033015
retinal microglia	CL:4033015
retinal macrophages/microglia	CL:4033015
Astrocyte	CL:4033015
secondary crest myofibroblast	CL:4033016
secondary-crest myofibroblast	CL:4033016
bronchiolar smooth muscle cell	CL:4033017
lung megakaryocyte	CL:4033018
lung-resident megakaryocyte	CL:4033018
lung resident megakaryocyte	CL:4033018
ON-blue cone bipolar cell	CL:4033019
On and Off cone bipolar cells	CL:4033019
mucus secreting cell of trachea gland	CL:4033020
tracheal submucosal gland mucous cell	CL:4033020
myoepithelial cell of trachea gland	CL:4033021
mucus secreting cell of bronchus submucosal gland	CL:4033022
bronchial gland mucous cell	CL:4033022
airway submucosal gland collecting duct epithelial cell	CL:4033023
airway submucosal gland duct basal cell	CL:4033024
perichondrial fibroblast	CL:4033025
lung perichondrial fibroblast	CL:4033026
diffuse bipolar 1 cell	CL:4033027
Diffuse Bipolar Cell Type DB1	CL:4033027
On and Off cone bipolar cells	CL:4033027
Off-CBCs	CL:4033027
Off-CBC	CL:4033027
diffuse bipolar 2 cell	CL:4033028
diffuse bipolar 3a cell	CL:4033029
diffuse bipolar 3b cell	CL:4033030
diffuse bipolar 4 cell	CL:4033031
diffuse bipolar 6 cell	CL:4033032
flat midget bipolar cell	CL:4033033
flat midget bipolar (FMB) cells	CL:4033033
invaginating midget bipolar cell	CL:4033034
giant bipolar cell	CL:4033035
OFFx cell	CL:4033036
mucus secreting cell of tracheobronchial tree submucosal gland	CL:4033037
SMG	CL:4033037
submucosal gland	CL:4033037
lung resident memory CD4-positive, alpha-beta T cell	CL:4033038
lung resident memory CD4 T cell	CL:4033038
lung resident memory CD8-positive, alpha-beta T cell	CL:4033039
lung resident memory CD8-positive, CD103-positive, alpha-beta T cell	CL:4033040
lung resident memory CD8-positive CD103-positive, alpha-beta T cell	CL:4033040
lung TRM CD8-positive, CD103-positive cell	CL:4033040
lung TRM CD8-positive, integrin alpha E-positive cell	CL:4033040
CD103+ TRMs	CL:4033040
CCL3-positive alveolar macrophage	CL:4033041
alveolar macrophage CCL3-positive	CL:4033041
metallothionein-positive alveolar macrophage	CL:4033042
alveolar macrophage metallothionein-positive	CL:4033042
alveolar macrophage MT-positive	CL:4033042
lung interstitial macrophage	CL:4033043
deuterosomal cell	CL:4033044
deuterosomal cells	CL:4033044
multiciliated and deuterosomal cells	CL:4033044
deuterosomal	CL:4033044
lung migratory dendritic cell	CL:4033045
ON midget ganglion cell	CL:4033046
ON-midget cell	CL:4033046
ON-midget RGC	CL:4033046
inner stratifying midget cell	CL:4033046
OFF midget ganglion cell	CL:4033047
OFF-midget cell	CL:4033047
OFF-midget RGC	CL:4033047
outer stratifying midget cell	CL:4033047
Off-midget ganglion cells	CL:4033047
GCs	CL:4033047
respiratory tract suprabasal cell	CL:4033048
respiratory suprabasal progenitor cell	CL:4033048
respiratory parabasal cell	CL:4033048
respiratory suprabasal cell	CL:4033048
suprabasal cells	CL:4033048
taste receptor cell of tongue	CL:4033049
receptor cells	CL:4033049
gustatory nerves	CL:4033049
chemosensory cells	CL:4033049
catecholaminergic neuron	CL:4033050
OFF parasol ganglion cell	CL:4033051
OFF-parasol retinal ganglion cell	CL:4033051
outer parasol cell	CL:4033051
OFF-parasol RGC	CL:4033051
ON parasol ganglion cell	CL:4033052
inner parasol cell	CL:4033052
ON-parasol retinal ganglion cell	CL:4033052
ON-parasol RGC	CL:4033052
small bistratified retinal ganglion cell	CL:4033053
small bistratified cell	CL:4033053
small bistratified cell, blue-ON/yellow-OFF ganglion cell	CL:4033053
perivascular cell	CL:4033054
perivascular cells	CL:4033054
PV	CL:4033054
peri-vascular cells	CL:4033054
airway submucosal gland duct multiciliated cell	CL:4033055
airway submucosal gland duct ciliated cell	CL:4033055
onychocyte	CL:4033056
nail epithelial cells	CL:4033056
luminal adaptive secretory precursor cell of mammary gland	CL:4033057
ER-negative luminal alveolar progenitor	CL:4033057
luminal hormone-sensing cell of mammary gland	CL:4033058
ER-positive luminal hormone-sensor cell	CL:4033058
lactocyte type 1	CL:4033059
lactocyte type 2	CL:4033060
endothelial cell of central vein of liver	CL:4033061
interstitial extravillous trophoblast cell	CL:4033062
invasive interstitial extravillous trophoblast cell	CL:4033062
endovascular extravillous trophoblast cell	CL:4033063
uterine resident macrophage	CL:4033064
preplasmablast	CL:4033065
preplasmablastic cell	CL:4033065
pre-plasmablast	CL:4033065
pre-granulosa cell	CL:4033066
pregranulosa cell	CL:4033066
ovarian pregranulosa cell	CL:4033066
common progenitor GC	CL:4033066
pGC	CL:4033066
pregranulosa cells	CL:4033066
mural granulosa cell	CL:4033067
mural GC	CL:4033067
mural granulosa cells	CL:4033067
cycling B cell	CL:4033068
proliferating B cell	CL:4033068
MKI67+ cycling T and B cells	CL:4033068
Mitotic B cells	CL:4033068
cycling T cell	CL:4033069
proliferating T cell	CL:4033069
proliferative T (Pro-T) cells	CL:4033069
Pro-T cells	CL:4033069
MKI67+ cycling T and B cells	CL:4033069
proliferating TCs	CL:4033069
mitotic TC	CL:4033069
T-mito	CL:4033069
cycling dendritic cell	CL:4033070
proliferating dendritic cell	CL:4033070
cycling natural killer cell	CL:4033071
proliferating natural killer cell	CL:4033071
cycling gamma-delta T cell	CL:4033072
proliferating gamma-delta T cell	CL:4033072
cycling monocyte	CL:4033073
proliferating monocyte	CL:4033073
cycling CD8-positive, alpha-beta T cell	CL:4033074
proliferating CD8-positive, alpha-beta T cell	CL:4033074
proliferating CD8+ T cells	CL:4033074
NKT, proliferating CD8+ and CD4+, and CD8+ terminal effector T (TTE) cells	CL:4033074
proliferating CD4+ and CD8+ T cells	CL:4033074
proliferating CD8 T cells	CL:4033074
cycling CD4-positive, alpha-beta T cell	CL:4033075
proliferating CD4-positive, alpha-beta T cell	CL:4033075
proliferating CD4+ T cells	CL:4033075
NKT, proliferating CD8+ and CD4+, and CD8+ terminal effector T (TTE) cells	CL:4033075
proliferating CD4+ and CD8+ T cells	CL:4033075
cycling macrophage	CL:4033076
proliferating macrophage	CL:4033076
PMs	CL:4033076
proliferating macrophages	CL:4033076
cycling alveolar macrophage	CL:4033077
proliferating alveolar macrophage	CL:4033077
cycling mononuclear phagocyte	CL:4033078
proliferating mononuclear phagocyte	CL:4033078
cycling endothelial cell of lymphatic vessel	CL:4033079
proliferating endothelial cell of lymphatic vessel	CL:4033079
cycling pulmonary alveolar type 2 cell	CL:4033080
proliferating pulmonary alveolar type 2 cell	CL:4033080
cycling myeloid cell	CL:4033081
proliferating myeloid cell	CL:4033081
cycling basal cell	CL:4033082
proliferating basal cell	CL:4033082
basal and cycling basal cells	CL:4033082
squamous granulosa cell	CL:4033083
flattened granulosa cell	CL:4033083
cuboidal granulosa cell	CL:4033084
columnar granulosa cell	CL:4033084
cuboidal epithelial granulosa cell	CL:4033084
diffuse bipolar 5 cell	CL:4033085
lipid-associated macrophage	CL:4033086
placental resident macrophage	CL:4033087
pMPhi	CL:4033087
placental macrophage	CL:4033087
decidual resident macrophage	CL:4033088
dM	CL:4033088
decidual macrophages	CL:4033088
dMPhi	CL:4033088
decidual macrophage	CL:4033088
atretic follicular cell of ovary	CL:4033089
atretic granulosa cell	CL:4033090
atretic GC	CL:4033090
atrGC	CL:4033090
glycinergic-GABAergic amacrine cell	CL:4033091
glycinergic/GABAergic amacrine neuron	CL:4033091
CD57-positive enterocyte	CL:4033092
CD57+ enterocyte	CL:4033092
limbal epithelial stem cell of cornea	CL:4033093
limbal stem cell	CL:4033093
limbal epithelial stem cell	CL:4033093
LSCs	CL:4033093
LSC	CL:4033093
glial restricted tripotential precursor cell	CL:4040000
tripotential glial-restricted precursor cell	CL:4040000
chorionic girdle cell	CL:4040001
equine chorionic girdle cell	CL:4040001
enteroglial cell	CL:4040002
enteric glial cell	CL:4040002
Entericglial cell	CL:4040002
enteric glia	CL:4040002
enteric glial cells	CL:4040002
mEGC	CL:4040002
fetal pre-type II pulmonary alveolar epithelial cell	CL:4040003
fetal alveolar pre-type II epithelial cell	CL:4040003
fetal pre-type II pneumocyte	CL:4040003
fetal pre-type 2 pneumocyte	CL:4040003
fetal pre-type II alveolar epithelial cell	CL:4040003
mesenchymal stem cell of orbital adipose tissue	CL:4040004
Orbital ASCs	CL:4040004
orbital adipose-derived mesenchymal stem cell	CL:4040004
OAMSC	CL:4040004
mesenchymal stem cell of apical papilla	CL:4040005
APSCs	CL:4040005
dermal chromatophore	CL:4040006
TAC3-positive striatal interneuron	CL:4042001
TAC3 interneuron	CL:4042001
TAC3-positive medium spiny neuron	CL:4042002
border associated macrophage	CL:4042003
BAM	CL:4042003
border-associated macrophage	CL:4042003
resident non-parenchymal macrophages	CL:4042003
BAMs	CL:4042003
choroid epiplexus macrophage	CL:4042004
Kolmer’s cell	CL:4042004
stromal choroid plexus macrophage	CL:4042005
dural macrophage	CL:4042006
protoplasmic astrocyte	CL:4042007
fibrous astrocyte	CL:4042008
interlaminar astrocyte	CL:4042009
pial interlaminar astrocyte	CL:4042010
subpial interlaminar astrocyte	CL:4042011
L2 marginal neuron	CL:4042012
layer 2 marginal neuron	CL:4042012
Lamp5 Lhx6 neuron	CL:4042013
Lamp5-Lhx6 type	CL:4042013
Ivy cell	CL:4042013
Ivy Cells	CL:4042013
IVY	CL:4042013
spiny VIP neuron	CL:4042014
superficial VIP-positive spiny neuron	CL:4042014
VIP-ChAT interneuron	CL:4042015
VIP+/ChAT+ interneuron	CL:4042015
VIP/ChAT interneuron	CL:4042015
nasal serous secreting cell	CL:4042016
alpha1-tanycyte	CL:4042017
alpha2-tanycyte	CL:4042018
beta1-tanycyte	CL:4042019
beta2-tanycyte	CL:4042020
neuronal-restricted precursor	CL:4042021
NPC	CL:4042021
Neuronal Progenitor Cells	CL:4042021
NRP	CL:4042021
neuronal precursors	CL:4042021
astrocyte-restricted precursor	CL:4042022
astrocyte precursors	CL:4042022
Astrocyte-restricted precursors	CL:4042022
ARP	CL:4042022
striatal pthlh-expressing interneuron	CL:4042023
striatal PTHLH MOXD1 expressing interneuron	CL:4042024
substantia nigra dopaminergic neuron	CL:4042025
GABAergic interneuron of the anterior substantia nigra pars reticulata	CL:4042026
